date,account,total_closed_pnl,total_size,trades,buy_trades,sell_trades,daily_pnl_bucket,value,classification,sentiment_score,sentiment_bucket,classification_bin,sentiment_bin
2024-11-29,0x430f09841d65beb3f27765503d0f850b8bce7713,124284.948775,38873.28,15,0,15,positive,78.0,extreme greed,78.0,greed,2,3
2024-11-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,610.52512,1.85416,7,0,7,positive,78.0,extreme greed,78.0,greed,2,3
2024-11-29,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,573.585288,171.22,1,0,1,positive,78.0,extreme greed,78.0,greed,2,3
2024-11-29,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,499.84,3,3,0,low,78.0,extreme greed,78.0,greed,2,3
2024-11-29,0x8477e447846c758f5a675856001ea72298fd9cb5,22697.489906,15892.22,63,9,54,positive,78.0,extreme greed,78.0,greed,2,3
2024-11-29,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,42274.06,21,21,0,low,78.0,extreme greed,78.0,greed,2,3
2024-11-30,0x083384f897ee0f19899168e3b1bec365f52a9012,0.0,300.0,23,0,23,low,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,11715.94323,21183.59931682,55,8,47,positive,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5590.528248,21488.65,154,60,94,positive,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x2c229d22b100a7beb69122eed721cee9b24011dd,59.744873999999996,5054.6,6,4,2,neutral,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,19050.661786,192344.1629536,39,7,32,positive,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,8.570313,300.0,8,7,1,neutral,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,850.54514,2.46396,12,12,0,positive,84.0,extreme greed,84.0,greed,2,3
2024-11-30,0x8477e447846c758f5a675856001ea72298fd9cb5,40.699929,30524.50119393,76,5,71,neutral,84.0,extreme greed,84.0,greed,2,3
2024-12-01,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,0.00736001,1,0,1,low,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4458.25495,35277.865,193,66,127,positive,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,13.566929,3333528.05,3,1,2,neutral,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,459.0,1,0,1,low,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,197.422418,150.0,4,2,2,positive,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,337.835516,6.21406,27,5,22,positive,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,96345.0,3,3,0,low,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0x8477e447846c758f5a675856001ea72298fd9cb5,1169.432253,85717.6,123,55,68,positive,81.0,extreme greed,81.0,greed,2,3
2024-12-01,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,34709.852428,8635.5,61,12,49,positive,81.0,extreme greed,81.0,greed,2,3
2024-12-02,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1283.846047,18269.42002,140,70,70,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x2c229d22b100a7beb69122eed721cee9b24011dd,16196.864846,171439.0,53,23,30,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.39853,1,0,1,low,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,5836.59,1,1,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,754.7378,3.13029,17,11,6,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,496.7,6,6,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0x8477e447846c758f5a675856001ea72298fd9cb5,254.15562,4916.6,8,1,7,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-02,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,10004.0,44,44,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-03,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1190.358719,17808.14,78,28,50,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0x2c229d22b100a7beb69122eed721cee9b24011dd,121.535562,186907.0,59,33,26,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,500.0,1,0,1,low,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,30.727222,17495.239999999998,42,26,16,neutral,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1467.1002210000001,2.96252,9,5,4,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0x8477e447846c758f5a675856001ea72298fd9cb5,-158.695661,5668.2,6,4,2,negative,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,10864.58,34,34,0,low,76.0,extreme greed,76.0,greed,2,3
2024-12-03,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,20925.513222,12000.49,145,40,105,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-04,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,9066.169646,16235.83,112,30,82,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0x2c229d22b100a7beb69122eed721cee9b24011dd,7591.307059,13134828.0,37,12,25,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,910.584797,213265.36,102,39,63,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,291.35271,2.72185,13,10,3,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,33.26141600000001,96952.21,10,5,5,neutral,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,0.00860239,1,0,1,low,78.0,extreme greed,78.0,greed,2,3
2024-12-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274999.139393,23654.07,44,0,44,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-05,0x271b280974205ca63b716753467d5a371de622ab,208.81746,40.9446,4,3,1,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,14685.787664,9077.82,98,33,65,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x2c229d22b100a7beb69122eed721cee9b24011dd,2069.92634,3068.4,33,3,30,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,402.27394,6,6,0,low,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3174.023699,59318.07,290,145,145,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1435.68724,7.64133,19,0,19,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,43.42,2,2,0,low,84.0,extreme greed,84.0,greed,2,3
2024-12-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49999.876084999996,3671.4,4,0,4,positive,84.0,extreme greed,84.0,greed,2,3
2024-12-06,0x083384f897ee0f19899168e3b1bec365f52a9012,-175611.00005600002,300.0,33,33,0,negative,72.0,greed,72.0,greed,2,3
2024-12-06,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,3761.97,34,34,0,low,72.0,greed,72.0,greed,2,3
2024-12-06,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,389.176232,5888.71,69,27,42,positive,72.0,greed,72.0,greed,2,3
2024-12-06,0x2c229d22b100a7beb69122eed721cee9b24011dd,-123.870122,49592.0,9,5,4,negative,72.0,greed,72.0,greed,2,3
2024-12-06,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,11595.03055,20,5,15,low,72.0,greed,72.0,greed,2,3
2024-12-06,0x420ab45e0bd8863569a5efbb9c05d91f40624641,0.0,12341.0,45,0,45,low,72.0,greed,72.0,greed,2,3
2024-12-06,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,514.886454,19701.32,108,61,47,positive,72.0,greed,72.0,greed,2,3
2024-12-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7206.315268,14.98969,59,39,20,positive,72.0,greed,72.0,greed,2,3
2024-12-06,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,23.22,1,1,0,low,72.0,greed,72.0,greed,2,3
2024-12-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.848329,5458.39,25,0,25,positive,72.0,greed,72.0,greed,2,3
2024-12-07,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,3515.031065,3760.6533117799995,26,0,26,positive,75.0,extreme greed,75.0,greed,2,3
2024-12-07,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4008.012049,7718.98,86,20,66,positive,75.0,extreme greed,75.0,greed,2,3
2024-12-07,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1040.616939,1274306.804,180,83,97,positive,75.0,extreme greed,75.0,greed,2,3
2024-12-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2342.996384,1.99778,4,4,0,positive,75.0,extreme greed,75.0,greed,2,3
2024-12-07,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,216.82999999999998,3,3,0,low,75.0,extreme greed,75.0,greed,2,3
2024-12-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.62263,5168.16,5,0,5,positive,75.0,extreme greed,75.0,greed,2,3
2024-12-08,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,554.009942,11124.0,102,31,71,positive,79.0,extreme greed,79.0,greed,2,3
2024-12-08,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,227.072158,336985.7,69,33,36,positive,79.0,extreme greed,79.0,greed,2,3
2024-12-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.6003000000000001,7,0,7,low,79.0,extreme greed,79.0,greed,2,3
2024-12-08,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,-21.54374,1058.3600000000001,5,3,2,low,79.0,extreme greed,79.0,greed,2,3
2024-12-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,566333.51,145,0,145,low,79.0,extreme greed,79.0,greed,2,3
2024-12-08,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,15206.395076,14851.541799999999,92,15,77,positive,79.0,extreme greed,79.0,greed,2,3
2024-12-09,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,4109.51,46,46,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,768.430838,50284.770000000004,213,169,44,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x39cef799f8b69da1995852eea189df24eb5cae3c,483.662076,12062.0,8,8,0,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,311.290605,78959.29999999999,55,32,23,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2350.499742,3.6033,17,13,4,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,5663.14,42,42,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.01574,2.1799999999999997,7,3,4,neutral,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,133.82,4,4,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,0.0,0.26851,4,4,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-09,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2397.068675,19128.35,143,134,9,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2517.787385,4108.0716733,64,0,64,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,980.557461,71642.14,157,117,40,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x2c229d22b100a7beb69122eed721cee9b24011dd,130.883691,2084672.0,12,5,7,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,156.92631,3,3,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1474.670598,152703.09118000002,182,109,73,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3986.312514,7.25317,36,27,9,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3634.56814,274064.906,153,40,113,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,47.88,1,1,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,8163.28,8,8,0,low,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,148000.0,52,0,52,low,78.0,extreme greed,78.0,greed,2,3
2024-12-10,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,26600.990442,126021.95,928,220,708,positive,78.0,extreme greed,78.0,greed,2,3
2024-12-11,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1582.001112,11546.929100000001,93,16,77,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,8544.6855,100694.0,19,9,10,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,3721.345649,1.59311,4,0,4,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1157.689489,78985.9942,325,117,208,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1083.777057,7.1687899999999996,30,6,24,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x6d6a4b953f202f8df5bed40692e7fd865318264a,698.009722,70.0,8,0,8,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1567.4026840000001,93990.0,23,12,11,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,994.238977,10972.0,15,0,15,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,39.7705,0.07231,1,0,1,neutral,74.0,greed,74.0,greed,2,3
2024-12-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274998.942584,18108.36,156,0,156,positive,74.0,greed,74.0,greed,2,3
2024-12-11,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,12000.0,17,0,17,low,74.0,greed,74.0,greed,2,3
2024-12-11,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,24663.690943,45484.83,530,11,519,positive,74.0,greed,74.0,greed,2,3
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5806.86932,29296.83781,147,28,119,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7639.595794,452804.0,62,23,39,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,1762.46,290.0,10,10,0,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,574.398074,302001.12492000003,159,75,84,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3.72811,31,0,31,low,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,16151.06,89,89,0,low,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,362.84131,30.0,4,0,4,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,1327.0,17,0,17,low,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,323.34897900000016,635359.0,52,29,23,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2512.437585,78108.8,4,0,4,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,15.24474,0.1962,1,0,1,neutral,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,449328.107544,25720.09,314,0,314,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,5000.0,1,0,1,low,83.0,extreme greed,83.0,greed,2,3
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,130826.491662,98039.4184,1041,167,874,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-13,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1522.284412,28521.9699,155,83,72,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x2c229d22b100a7beb69122eed721cee9b24011dd,1966.9289449999999,93223.2,63,14,49,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x39cef799f8b69da1995852eea189df24eb5cae3c,1116.8006,4284.14,26,13,13,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,587.630504,18278.8955,148,78,70,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6790.274613,10.12876,49,37,12,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,5080.0,30,0,30,low,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8276.625256,334909.0,26,8,18,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,22.66,3,3,0,low,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,12003.19,162,162,0,low,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2270.1241019999998,12309.12,234,70,164,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-13,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,9405.233313,40185.115,277,208,69,positive,76.0,extreme greed,76.0,greed,2,3
2024-12-14,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13281.73126,30537.57481,154,45,109,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,10269.57,36,36,0,low,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x39cef799f8b69da1995852eea189df24eb5cae3c,1898.178342,300.98,1,0,1,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1178.021061,12082.03671,62,36,26,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,0.0,48980.0,1,1,0,low,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,570.1898180000001,1.96953,19,14,5,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x6d6a4b953f202f8df5bed40692e7fd865318264a,39057.10912,2500.0,80,0,80,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,4199.8,43,0,43,low,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-33.03286,183770.0,36,11,25,low,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,10281.503571,56552.7246157,683,386,297,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,100273.248286,4419.63,50,0,50,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-14,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1294.450646,21460.23,70,66,4,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-15,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5389.96219,17770.4655,137,61,76,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,346.827642,648341.27,6,1,5,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x39cef799f8b69da1995852eea189df24eb5cae3c,6623.483154,2481.67,28,5,23,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,10303.889423,10317.83401,181,94,87,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,263.914304,2.93113,21,4,17,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0,5200.38,28,28,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x6d6a4b953f202f8df5bed40692e7fd865318264a,18879.21027,1000.0,15,0,15,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,1000.0,8,0,8,low,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.32543000000001,11832.0,14,1,13,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,162.79,5,5,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,0.0,32947.9,413,413,0,low,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3932.676736,41811.71,748,512,236,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49955.768945,2024.98,26,0,26,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,57200.0,58,0,58,low,80.0,extreme greed,80.0,greed,2,3
2024-12-15,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1703.2571850000002,846.3499999999999,9,7,2,positive,80.0,extreme greed,80.0,greed,2,3
2024-12-16,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13190.248859,50247.13251,230,85,145,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.47436524999999996,4,0,4,low,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x39cef799f8b69da1995852eea189df24eb5cae3c,6942.186825,3454.84,14,5,9,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,333.398209,24745.13,92,36,56,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,8.34943,27,0,27,low,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x6d6a4b953f202f8df5bed40692e7fd865318264a,12648.870412,601.0,47,0,47,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,2633.0,41,0,41,low,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,758.93225,19199.8,10,5,5,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,55.987393,83.66999999999999,2,1,1,neutral,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3923.071266,22525.15,326,162,164,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2069.35811,104.11,13,0,13,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0,2200.0,4,0,4,low,83.0,extreme greed,83.0,greed,2,3
2024-12-16,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,126852.290809,37825.19,245,129,116,positive,83.0,extreme greed,83.0,greed,2,3
2024-12-17,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4454.939378,19188.32245,181,98,83,positive,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x2c229d22b100a7beb69122eed721cee9b24011dd,214.770101,22118.0,15,4,11,positive,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x420ab45e0bd8863569a5efbb9c05d91f40624641,27.63736,58000.0,20,2,18,neutral,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,21172.081622,1020982.00408,396,149,247,positive,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,1.6804999999999999,12,0,12,low,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x6d6a4b953f202f8df5bed40692e7fd865318264a,2244.04603,100.0,7,0,7,positive,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,0.0,450.0,98,0,98,low,87.0,extreme greed,87.0,greed,2,3
2024-12-17,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,1572.0,14,0,14,low,87.0,extreme greed,87.0,greed,2,3
